"x","year","gfn2gdp","efn2gdp","fcd2g_dweo","grossdebt2gdpweo","externdebt2gdp","credit2privat","stdebt2extdebt","ca2gdp","debtserv2res","int_exp2rev","inter_extdeb2gdp","debtserv2expor","crisis","country_1","country_2","country_3","country_4","country_5","country_6","country_7","country_8","country_9","country_10","country_11","country_12","country_13","country_14","country_15","country_16","country_17","country_18","country_19","country_20","country_21","country_22","country_23","country_24","country_25","country_26","country_27","country_28","country_29","country_30","country_31","country_32","country_33","country_34","country_35","country_36","country_37","country_38","country_39","country_40","country_41","country_42","country_43","country_44","country_45","country_46","country_47","country_48","country_49","country_50","country_51","country_52","country_53","country_54","country_55","country_56","country_57","country_58","country_59","country_60","country_61","country_62","country_63","country_64","country_65","country_66","country_67","country_68","country_69","country_70","country_71","country_72","country_73","country_74","country_75","country_76","country_77","country_78","country_79","country_80","country_81","country_82","country_83","country_84","country_85","country_86","country_87","country_88","country_89","country_90","country_91","country_92","country_93","country_94","country_95","country_96","country_97","country_98","country_99","country_100","country_101","country_102","country_103","country_104","country_105","country_106","country_107","country_108","country_109","country_110","country_111","country_112","country_113","country_114","country_115","country_116","gfn2gdp_growth","efn2gdp_growth","fcd2g_dweo_growth","grossdebt2gdpweo_growth","externdebt2gdp_growth","credit2privat_growth","stdebt2extdebt_growth","ca2gdp_growth","debtserv2res_growth","int_exp2rev_growth","inter_extdeb2gdp_growth","debtserv2expor_growth"
2140,2008,-7.79118776321411,-4.03557300567627,64.9021922520229,0.0892750769853592,52.9770812988281,35.9974594116211,0.0109594948589802,14.3738451004028,44.3199424743652,1.68990302085876,2.24218606948853,9.07631874084473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113244238664917,-0.467892012485837,0.0105461107104163,-0.335295960683695,0.225817971871271,0.0674900383623729,-0.377033486135957,-0.0748178126220005,-0.308293730709461,-0.296043214090166,0.349573139327019,0.000239728536072015
2141,2009,-5.6331934928894,-7.0386381149292,65.5795148378843,0.110957339406013,52.9572334289551,41.5768394470215,0.00696352077648044,23.0714778900146,59.8038139343262,1.47501540184021,1.48142278194427,8.38930892944336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276978855587799,0.744148378688465,0.0104360509615959,0.242870274132725,-0.000374650120135711,0.154993716962125,-0.364612980243834,0.605101330149165,0.34936578423848,-0.127159734236912,-0.339295341228211,-0.075692561160256
2142,2010,-8.58035945892334,19.4878997802734,66.2568374237457,0.324475467205048,87.3031311035156,40.8011856079102,0.00163970864377916,6.53256034851074,35.8742218017578,2.22226715087891,1.04206717014313,13.51282787323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523178543352727,-3.76870318690471,0.010328264665205,1.92432631263563,0.648559138207954,-0.0186559115466122,-0.764528792774291,-0.716855574677423,-0.400134883685625,0.506606065337647,-0.29657678898695,0.610720023171989
2143,2011,-0.687027633190155,6.19742393493652,66.9341600096071,0.291084498167038,89.2344589233398,51.735107421875,0.0191666595637798,19.1425876617432,25.8260269165039,3.17791271209717,0.945105791091919,10.3339500427246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.919930203801,-0.681986052637142,0.0102226820988993,-0.102907530500322,0.0221220911027147,0.267980492504244,10.6890641739895,1.9303346070285,-0.280095131840924,0.430031808210054,-0.0930471488108496,-0.235248895370227
2144,2012,-1.89638006687164,-6.61812210083008,67.6114825954685,0.3347387611866,81.7859497070312,44.7017974853516,0,31.0675258636475,61.5881309509277,4.03171491622925,0.723184168338776,8.4868688583374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7602675282011,-2.06788274778525,0.010119236362482,0.149971102186661,-0.0834712207165117,-0.135948493914783,-1,0.622953302480444,1.38473115319067,0.268667607163017,-0.234811409309796,-0.178739124608755
2145,2013,-5.49401092529297,-7.93881416320801,68.2888051813299,0.321184098720551,50.7438888549805,39.7530250549316,0.0438260659575462,33.1847724914551,35.3555030822754,3.43435454368591,0.820155024528503,8.20253753662109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89710434172415,0.19955691996258,0.0100178632365444,-0.0404932563471284,-0.379552489923365,-0.110706340881294,Inf,0.0681498306978168,-0.425936417676874,-0.148165330375599,0.134088743137836,-0.0335024997395812
2146,2014,-12.8685789108276,7.88709688186646,68.9661277671913,0.308832257986069,49.269416809082,37.1284408569336,0.0357604138553143,30.4240303039551,63.711254119873,2.50066065788269,1.07048511505127,18.5833072662354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34229219523101,-1.99348551555959,0.00991850104951886,-0.0384571987955999,-0.029057135335297,-0.0660222509952724,-0.184037784957588,-0.0831930424778677,0.80201803299507,-0.271868810842441,0.3052228944969,1.26555589453486
2147,2015,-7.81667900085449,6.62866497039795,69.6434503530527,0.249119579792023,48.6111640930176,40.0053176879883,0.00986561924219131,23.9592456817627,40.5115242004395,2.40882396697998,1.04394900798798,12.4480276107788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.392576363324972,-0.15955578209795,0.00982109055256575,-0.193349874081935,-0.013360270096461,0.0774844503204459,-0.724118985811871,-0.212489422262769,-0.364138647714942,-0.0367249713043705,-0.0247888613210867,-0.330150040978117
2148,2016,8.91152667999268,32.3149490356445,70.3207729389141,0.349204003810883,73.8327865600586,46.0967788696289,0.0370324999094009,8.35198020935059,49.6189270019531,3.12039804458618,2.17246389389038,20.0152854919434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14006558015476,3.87503127401301,0.00972557480176195,0.40175254029577,0.518844239540929,0.15226628692589,2.75369239378586,-0.651408883222565,0.224810173926136,0.295403104319958,1.08100575532651,0.607908185760451
2149,2017,10.1857961416245,62.7381896972656,70.9980955247755,0.464811444282532,110.879165649414,69.5940017700195,0,-5.45977735519409,72.4892807006836,4.19369316101074,2.56292986869812,31.7486190795898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142991151504113,0.941460270541141,0.00963189904709627,0.331059893958886,0.501760543186602,0.509736764185748,-1,-1.65371052353327,0.460919956971868,0.343960963020953,0.179734160786675,0.586218647361759
2150,1990,11.4600656032562,53.567466100057,71.6754181106369,0.436363091071447,0,67.5880017280579,0.0435931719839573,4.60583734512329,73.1131553649902,0,0,37.3180160522461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2151,1995,12.734335064888,44.3967425028483,72.3527406964983,0.407914737860362,24.5332622528076,65.5820016860962,0.0871863439679146,-1.63554465770721,73.7370300292969,4.3251314163208,0,42.8874130249023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111192161174863,-0.171199503446345,0.00944985887373417,-0.0651942242439268,Inf,-0.0296798246829795,1,-1.3551025655387,0.00853300149873415,Inf,NA,0.149241507502943
2152,1996,14.0086045265198,35.2260189056396,73.0300632823597,0.379466384649277,19.0237293243408,63.5760016441345,0.0365818813443184,-4.39180612564087,74.3609046936035,4.3680272102356,0.812373220920563,35.3553695678711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100065645763106,-0.206562983683326,0.00936139501200928,-0.0697409300784408,-0.224574003721673,-0.0305876611019477,-0.580417302992073,1.68522544153427,0.00846080543329131,0.00991780128412478,Inf,-0.175623637001789
2153,1997,15.2828739881516,26.055295308431,73.7073858682211,0.351018031438192,23.9335613250732,61.5700016021729,0.00454804208129644,-6.54218578338623,74.9847793579102,5.82339286804199,1.0049911737442,27.55544090271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909633403683749,-0.260339484338959,0.00927457207920845,-0.0749693631950522,0.258089879067523,-0.0315527870593407,-0.875675008661007,0.489634468423073,0.00838982079195039,0.333186032906581,0.237105246533568,-0.220615107704863
2154,2000,16.5571434497833,16.8845717112223,74.3847084540825,0.322569678227107,24.240795135498,59.5640015602112,0,-3.99637317657471,75.6086540222168,16.5648097991943,1.39292669296265,38.4878692626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833789156816764,-0.351971585378316,0.00918934483814637,-0.081045275920802,0.012836945001701,-0.0325808021725125,-1,-0.389137925932426,0.00832001733750287,1.84452898414253,0.386008881822464,0.396743002537484
2155,2001,17.8314129114151,7.71384811401367,75.0620310399439,0.294121325016022,28.962589263916,57.5580015182495,0.00894742459058762,-2.59400296211243,76.2325286865234,15.5212717056274,1.53259515762329,32.8352661132812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769619146863434,-0.543142210181934,0.00910566969929727,-0.0881928932918976,0.194787097618898,-0.0336780603958227,Inf,-0.350910726426267,0.00825136583073305,-0.0629972879989029,0.100269788328617,-0.146867136521192
2156,2002,19.1056823730469,9.2251033782959,75.7393536258054,0.271923959255219,32.4072570800781,55.5520014762878,0.00770965684205294,-3.15590667724609,63.5430603027344,12.6825971603394,1.60330283641815,38.1108512878418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714620578841527,0.195914573627233,0.00902350464645663,-0.0754700998290214,0.118935078102763,-0.0348518014706546,-0.138337879912033,0.21661645084479,-0.166457398205555,-0.182889301799858,0.0461359142648685,0.16066826309127
2157,2003,17.1046829223633,10.2071304321289,76.4166762116668,0.273183524608612,35.7158470153809,53.5460014343262,2.88820938294521e-05,-2.66390800476074,59.4449996948242,10.1001615524292,1.64583039283752,34.8983268737793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104733210340945,0.106451604232799,0.00894280916639123,0.00463204991882082,0.102094105870399,-0.036110310855639,-0.996253776994079,-0.15589772537719,-0.0644926540897781,-0.203620407970212,0.026524967993184,-0.084294218195209
2158,2004,12.6917495727539,10.4009399414062,77.0939987975282,0.240235134959221,36.6097526550293,51.5400013923645,2.07187185878865e-05,-4.51356029510498,48.6131858825684,7.09855031967163,1.5906093120575,28.6797180175781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25799562433512,0.0189876587319087,0.00886354418223179,-0.120608992422204,0.0250282637637989,-0.0374631156057846,-0.282644855659358,0.694337900197257,-0.182215726602131,-0.29718447741419,-0.0335521090267535,-0.178192177484402
2159,2005,10.9568023681641,14.1123104095459,77.7713213833896,0.209811866283417,37.7406730651855,49.5340013504028,0.00423169229179621,-7.46235513687134,38.8377685546875,4.23226594924927,1.50150644779205,31.221622467041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136698821123476,0.356830295054839,0.0087856719903745,-0.12663954704614,0.0308912332954778,-0.0389212259947446,203.244884829428,0.653319031755124,-0.201085716774348,-0.403784468848416,-0.0560180703017418,0.0886307336740524
2160,2006,4.33758068084717,23.2311096191406,78.448643969251,0.175450131297112,36.7602577209473,47.5280013084412,0.000646964937914163,-8.65835475921631,73.4788360595703,3.76843881607056,1.38283908367157,65.8006744384766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.604119839429578,0.646159200369243,0.00870915620068224,-0.163774030492103,-0.0259776857329733,-0.0404974358475758,-0.84711437096492,0.160271067298253,0.891942786468401,-0.109593097111722,-0.079032204154023,1.10753539499553
2161,2007,4.22686052322388,29.7895107269287,79.1259665551124,0.125363290309906,44.0599365234375,45.5220012664795,0.000485495140310377,-10.3804769515991,86.1403961181641,2.4559154510498,1.72164535522461,86.6474609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255257863242019,0.282311142916069,0.00863396167978236,-0.285476224023949,0.198575289050017,-0.0422066989298243,-0.249580445772487,0.19889716236791,0.172315740662098,-0.348293664586905,0.245007734850447,0.316817216190012
2162,2008,4.39771747589111,36.994068145752,79.8032891409738,0.123354524374008,48.5815277099609,43.5160012245178,0.00485600018873811,-13.4790887832642,108.86149597168,2.30716371536255,1.90469658374786,100.030967712402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404217152963735,0.24184879989689,0.00856005449727615,-0.0160235578607744,0.102623642776203,-0.0440666048537458,9.00216023920171,0.298503801522116,0.263768230440312,-0.0605687527327826,0.106323423675937,0.154459307059858
2163,2009,6.55515718460083,38.9649810791016,80.4806117268352,0.13047194480896,46.1425514221191,41.5100011825562,0.00562095921486616,-11.5727500915527,159.397689819336,2.28083252906799,2.06452822685242,108.954460144043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490581698469057,0.0532764584198868,0.00848740187468833,0.0576989005557018,-0.0502037791483803,-0.0460979866144375,0.157528623640115,-0.141429344547264,0.46422468657608,-0.0114127949045081,0.0839144903541817,0.0892072988566543
2164,2011,13.591423034668,36.6315002441406,81.1579343126966,0.30780827999115,73.3334350585938,39.5040011405945,0.0163641162216663,-5.13055944442749,119.241485595703,4.31404829025269,2.20805191993713,105.25520324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07339391747867,-0.0598866153745542,0.00841597213699563,1.35919132225591,0.589280020251334,-0.0483257042836379,1.91126756059481,-0.556668950436213,-0.25192463121107,0.891435796040456,0.0695188814654926,-0.033952321842374
2165,2012,12.8372573852539,34.9873504638672,81.835256898558,0.340572327375412,70.5703201293945,37.4980010986328,0.0201066415756941,-4.98098754882812,122.701553344727,4.89240789413452,2.33591246604919,88.7169799804688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554883508143624,-0.0448834956066652,0.00834573466657895,0.106443034557758,-0.037678787677019,-0.0507796674777912,0.228703176103858,-0.0291531356803245,0.0290173150035637,0.134064239658282,0.057906494388819,-0.157124994835463
2166,2013,11.4293813705444,42.1789894104004,82.5125794844194,0.377375453710556,76.178337097168,35.4920010566711,0.0119481859728694,-4.78089237213135,146.510971069336,5.54493045806885,2.2536256313324,106.363372802734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10967109036286,0.205549687277986,0.00827665985946635,0.108062585761926,0.0794670756415847,-0.0534961860149609,-0.405759239906432,-0.0401717881715753,0.194043327697063,0.133374521923373,-0.0352268485710731,0.19890659968532
2167,2014,11.6430444717407,38.921989440918,83.1899020702808,0.389038771390915,70.1633224487305,33.4860010147095,0.00268676993437111,-1.06641829013824,159.292587280273,5.37332916259766,2.52445578575134,101.626136779785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186941964984157,-0.0772185397282021,0.00820871908372833,0.0309064025380532,-0.0789596475539385,-0.0565197786047236,-0.775131560517058,-0.776941581794524,0.087239993821955,-0.0309474206698989,0.120175308025239,-0.0445382268173752
2168,2015,9.08397579193115,34.3997497558594,83.8672246561422,0.405206143856049,58.5626602172852,31.4800009727478,0.00435275444760919,-0.672097742557526,163.219772338867,4.76969242095947,2.08508634567261,86.8532333374023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219793773528975,-0.116187269716086,0.00814188463990728,0.0415572268217153,-0.165337983245051,-0.0599056316423239,0.620069657593524,-0.3697616134562,0.0246539096743021,-0.112339431174241,-0.174045211074262,-0.145365197482557
2169,2016,8.60098171234131,34.580379486084,84.5445472420036,0.393476665019989,55.2878112792969,29.4740009307861,0.00227792956866324,-1.22867155075073,161.595565795898,4.09826135635376,1.78476476669312,85.4789962768555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531698994639399,0.00525090244860982,0.00807612972336269,-0.0289469422265881,-0.0559204265283989,-0.0637229980932422,-0.476669406445745,0.828114384189542,-0.00995104036535888,-0.140770306625065,-0.14403316179341,-0.0158225204490468
